DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57976033,1,3,0.9990212715016848,0.4519123113551302,
57976033,2,3,0.9125106204483735,0.19126610016398526,
57976033,3,3,0.8378475416848887,0.16117372981679612,
57976033,4,3,0.771513905111076,0.14099671533729752,
57976033,5,3,0.7113550156212374,0.12649252606365136,
57976033,6,3,0.4655448150288301,0.3059690900822459,
57976033,7,3,0.5095848154631242,0.2017702001581132,
57976033,1,4,0.9557659459750292,0.4951676368817859,
57976033,2,4,0.8751790810666311,0.22859763954572765,
57976033,3,4,0.8046807233979824,0.1943405481037025,
57976033,4,4,0.7414344603661567,0.17107616008221682,
57976033,5,4,0.5884499153250338,0.24939762635985496,
57976033,6,4,0.48756481524597717,0.2839490898650988,
57976033,7,4,0.5827668354638337,0.1285881801574037,
57976033,1,5,0.9184344065932868,0.5324991762635283,
57976033,2,5,0.8420122627797247,0.261764457832634,
57976033,3,5,0.774601278653063,0.2244199928486218,
57976033,4,5,0.6185293600699531,0.29398126037842043,
57976033,5,5,0.5884499153250338,0.24939762635985496,
57976033,6,5,0.5607468352466867,0.2107670698643893,
57976033,7,5,0.5827668354638337,0.1285881801574037,
57976033,1,6,0.8420122627797247,0.4353428889548622,-6.290300491517675
57976033,2,6,0.774601278653063,0.27679771740395875,-27.927480286887658
57976033,3,6,0.6185293600699531,0.3372365859050761,-60.784129078969
57976033,4,6,0.5884499153250338,0.28672916574159735,-58.9918403562762
57976033,5,6,0.5607468352466867,0.24393388815129569,-54.09245016890098
57976033,6,6,0.5827668354638337,0.158667624902323,-27.82511779078165
57976033,7,6,0.6058229244107066,0.12290510029620363,-0.019980680829937203
57976033,1,7,0.8119328180348054,0.4654223336997815,-7.189570082668645
57976033,2,7,0.6583020872749316,0.39309690878209025,-56.32562278956763
57976033,3,7,0.6155478452010101,0.34021810077401904,-61.8636673957746
57976033,4,7,0.5884499153250338,0.28672916574159735,-58.9918403562762
57976033,5,7,0.5607468352466867,0.24393388815129569,-54.09245016890098
57976033,6,7,0.5827668354638337,0.158667624902323,-27.82511779078165
57976033,7,7,0.5484635496516592,0.12290510029620363,-0.10584834097734497
57976033,1,8,0.6583020872749316,0.6190530644596554,-12.719330089351022
57976033,2,8,0.6155478452010101,0.43585115085601167,-69.24415809037546
57976033,3,8,0.5884499153250338,0.3673160306499954,-72.11084680935737
57976033,4,8,0.5607468352466867,0.31443224581994444,-70.94182523390819
57976033,5,8,0.5827668354638337,0.22191388793414868,-44.7673453392303
57976033,6,8,0.5484635496516592,0.19297091071449746,-41.15703335523534
57976033,7,8,0.4992911987242678,0.12290510029620363,-0.5262447857250805
57976033,1,9,0.6461227693219798,0.6312323824126072,-13.224736361167722
57976033,2,9,0.6155478452010101,0.43585115085601167,-69.24415809037546
57976033,3,9,0.5884499153250338,0.3673160306499954,-72.11084680935737
57976033,4,9,0.5607468352466867,0.31443224581994444,-70.94182523390819
57976033,5,9,0.5484635496516592,0.25621717374632313,-59.67725656094619
57976033,6,9,0.5391171634917017,0.202317296874455,-45.240395975774504
57976033,7,9,0.490228142134868,0.12290510029620363,-0.6386688419488282
