DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57976093,1,3,0.4344763317887204,1.0219822021486547,
57976093,2,3,0.47638013127875595,0.08233403141049833,
57976093,3,3,0.5200283922806851,0.08555206049196468,
57976093,4,3,0.5657549334153686,0.0893748021366127,
57976093,5,3,0.6139799821182813,0.09395158983759622,
57976093,6,3,1.1106012574898538,0.5448463240744852,
57976093,7,3,0.7202713082052162,0.10629132608693492,
57976093,1,4,0.4554282315337382,1.0010303024036369,
57976093,2,4,0.49820426177972055,0.10415816191146293,
57976093,3,4,0.5428916628480269,0.10841533105930651,
57976093,4,4,0.589867457766825,0.11348732648806908,
57976093,5,4,0.8622906198040675,0.3422622275233824,
57976093,6,4,0.915436282847535,0.34968134943216633,
57976093,7,4,0.7501584775889878,0.13617849547070648,
57976093,1,5,0.4772523620347028,0.9792061719026722,
57976093,2,5,0.5210675323470624,0.12702143247880476,
57976093,3,5,0.5670041871994832,0.13252785541076278,
57976093,4,5,0.7967787243411679,0.320398593062412,
57976093,5,5,0.8482841826044503,0.3282557903237652,
57976093,6,5,0.9036394042226099,0.33788447080724127,
57976093,7,5,0.7226456247599703,0.10866564264168899,
57976093,1,6,0.5210675323470624,0.5312062170345587,-0.5789400879038833
57976093,2,6,0.5670041871994832,0.15274297137099418,-57.09130836307453
57976093,3,6,0.7967787243411679,0.34135049280742974,-265.4325954598414
57976093,4,6,0.8482841826044503,0.3500799208247297,-257.31227486314475
57976093,5,6,0.9036394042226099,0.36074774137458304,-248.9605470417628
57976093,6,6,0.7226456247599703,0.13277816699314532,-30.322707686328787
57976093,7,6,0.7556159267238614,0.24831063768578626,-0.1845576933149944
57976093,1,7,0.5451800566985187,0.5312062170345587,-0.5119246577784309
57976093,2,7,0.7525911413260471,0.3383299254975581,-280.10983155978704
57976093,3,7,0.7967787243411679,0.34135049280742974,-265.4325954598414
57976093,4,7,0.8482841826044503,0.3500799208247297,-257.31227486314475
57976093,5,7,0.8653727227474172,0.3224810598993903,-198.94439745186554
57976093,6,7,0.7556159267238614,0.16574846895703638,-47.25129248004124
57976093,7,7,0.7778317431190063,0.24831063768578626,-0.11569110027697294
57976093,1,8,0.7525911413260471,0.5312062170345587,-0.10564843998746953
57976093,2,8,0.7967787243411679,0.3825175085126789,-358.0553464136906
57976093,3,8,0.8482841826044503,0.3928559510707121,-351.57651590626483
57976093,4,8,0.8653727227474172,0.3671684609676966,-283.04588044246657
57976093,5,8,0.7556159267238614,0.21272426387583449,-86.56799265462132
57976093,6,8,0.7778317431190063,0.1879642853521813,-60.76665312815502
57976093,7,8,0.7975312705568839,0.24831063768578626,-0.06801650333271336
57976093,1,9,0.7525911413260471,0.5312062170345587,-0.10564843998746953
57976093,2,9,0.7967787243411679,0.3825175085126789,-358.0553464136906
57976093,3,9,0.8275245375901332,0.37209630605639504,-315.40160762404156
57976093,4,9,0.8653727227474172,0.3671684609676966,-283.04588044246657
57976093,5,9,0.7778317431190063,0.2349400802709794,-105.59357989568853
57976093,6,9,0.7975312705568839,0.2076638127900589,-74.17136791884253
57976093,7,9,0.7373923932459658,0.24831063768578626,-0.2530007992778971
