DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57975934,1,3,1.006319915401374,0.450138618536001,
57975934,2,3,0.9202415571646568,0.190359700325197,
57975934,3,3,0.8459862509005415,0.16033366450083253,
57975934,4,3,0.7800456469727595,0.14019591019189737,
57975934,5,3,0.7202713082052162,0.12571494269532524,
57975934,6,3,0.6652456025471811,0.11480004442557834,
57975934,7,3,0.6139799821182813,0.10629132608693492,
57975934,1,4,0.9632807362830154,0.49317779765435965,
57975934,2,4,0.8831139040325992,0.22748735345725468,
57975934,3,4,0.8130159489366504,0.1933039664647236,
57975934,4,4,0.7501584775889878,0.17008307957566904,
57975934,5,4,0.6927584553761987,0.15322779552434274,
57975934,6,4,0.6396127923327313,0.1404328546400282,
57975934,7,4,0.589867457766825,0.1304038504383912,
57975934,1,5,0.9261530831509577,0.5303054507864173,
57975934,2,5,0.8501436020687081,0.26045765542114574,
57975934,3,5,0.7831287795528789,0.22319113584849515,
57975934,4,5,0.7226456247599703,0.19759593240468654,
57975934,5,5,0.6671256451617488,0.1788606057387927,
57975934,6,5,0.6155002679812749,0.16454537899148458,
57975934,7,5,0.5670041871994832,0.15326712100573303,
57975934,1,6,0.8501436020687081,0.43338629364490633,-6.280822226344066
57975934,2,6,0.7831287795528789,0.27533180689273506,-27.884286569967877
57975934,3,6,0.7226456247599703,0.24063511152304512,-31.260076301604208
57975934,4,6,0.6671256451617488,0.21598825887085038,-33.84272235830952
57975934,5,6,0.6155002679812749,0.19751568095537558,-35.88866563914668
57975934,6,6,0.5670041871994832,0.18315429038950465,-37.55472819530851
57975934,7,6,0.5210675323470624,0.1716909230291363,-38.94246343426892
57975934,1,7,0.8202564326849365,0.4632734630286779,-7.176967916255784
57975934,2,7,0.7556159267238614,0.30284465972175256,-33.735457743359426
57975934,3,7,0.6970128145455203,0.2662679217374951,-38.274518697484794
57975934,4,7,0.6430131208102925,0.24010078322230666,-41.820782784281846
57975934,5,7,0.5926369974139332,0.2203789515227173,-44.678067057304986
57975934,6,7,0.5451800566985187,0.2049784208904692,-47.03776914834192
57975934,7,7,0.5001156326020446,0.19264282277415407,-49.02689808763537
57975934,1,8,0.7556159267238614,0.5279139689897531,-9.319496826425059
57975934,2,8,0.6970128145455203,0.3614477719000936,-48.054921428459814
57975934,3,8,0.6430131208102925,0.3202676154727229,-55.37300513139691
57975934,4,8,0.5926369974139332,0.290476906618666,-61.21082401530452
57975934,5,8,0.5451800566985187,0.2678358922381318,-65.99206249308943
57975934,6,8,0.5001156326020446,0.25004284498694324,-69.99375507482652
57975934,7,8,0.4374468790336585,0.2553115763425402,-86.11320711540718
57975934,1,9,0.7299831165094114,0.553546779204203,-10.246482751897743
57975934,2,9,0.672900290194064,0.38556029625154986,-54.68036164215979
57975934,3,9,0.6201498502429507,0.34313088604006475,-63.56113803352106
57975934,4,9,0.5708128669129686,0.31230103711963053,-70.75414006078685
57975934,5,9,0.5242281569535009,0.2887877919831496,-76.7205682705742
57975934,6,9,0.4632627932226039,0.28689568436638396,-92.1464187196292
57975934,7,9,0.4374468790336585,0.2553115763425402,-86.11320711540718
