DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57976041,1,3,1.006319915401374,0.450138618536001,
57976041,2,3,0.9202415571646568,0.190359700325197,
57976041,3,3,0.8459862509005415,0.16033366450083253,
57976041,4,3,0.7800456469727595,0.14019591019189737,
57976041,5,3,0.7202713082052162,0.12571494269532524,
57976041,6,3,0.3940460998682576,0.38599954710450185,
57976041,7,3,0.4344763317887204,0.2857949764164958,
57976041,1,4,0.9632807362830154,0.49317779765435965,
57976041,2,4,0.8831139040325992,0.22748735345725468,
57976041,3,4,0.8130159489366504,0.1933039664647236,
57976041,4,4,0.7501584775889878,0.17008307957566904,
57976041,5,4,0.557158704036737,0.2888275468638045,
57976041,6,4,0.414261215828489,0.36578443114427045,
57976041,7,4,0.4554282315337382,0.26484307667147805,
57976041,1,5,0.9261530831509577,0.5303054507864173,
57976041,2,5,0.8501436020687081,0.26045765542114574,
57976041,3,5,0.7831287795528789,0.22319113584849515,
57976041,4,5,0.5981210183487445,0.3221205388159123,
57976041,5,5,0.549597913287398,0.2963883376131434,
57976041,6,5,0.4352131155735068,0.3448325313992527,
57976041,7,5,0.5498609671679509,0.17041034103726538,
57976041,1,6,0.8501436020687081,0.43338629364490633,-6.280822226344066
57976041,2,6,0.7831287795528789,0.27533180689273506,-27.884286569967877
57976041,3,6,0.5981210183487445,0.3651597179342709,-71.98429687128883
57976041,4,6,0.549597913287398,0.3335159907452011,-80.6934579845785
57976041,5,6,0.4352131155735068,0.3778028333631437,-131.30600008331098
57976041,6,6,0.5498609671679509,0.200297510421037,-44.91397912089577
57976041,7,6,0.5708128669129686,0.1631126041684793,-0.007007371060366863
57976041,1,7,0.8202564326849365,0.4632734630286779,-7.176967916255784
57976041,2,7,0.6400259992471861,0.41843458719842785,-64.40238022906787
57976041,3,7,0.5822098467087385,0.38107088957427687,-78.39413791767058
57976041,4,7,0.549597913287398,0.3335159907452011,-80.6934579845785
57976041,5,7,0.5296458512077193,0.2833700977289311,-73.86899500989372
57976041,6,7,0.5498609671679509,0.200297510421037,-44.91397912089577
57976041,7,7,0.5708128669129686,0.1631126041684793,-0.007007371060366863
57976041,1,8,0.6400259992471861,0.6435038964664284,-13.84740896928824
57976041,2,8,0.5822098467087385,0.4762507397368754,-83.42920287465323
57976041,3,8,0.549597913287398,0.41368282299561737,-92.38618163443063
57976041,4,8,0.5296458512077193,0.3534680528248798,-90.63696172247154
57976041,5,8,0.5498609671679509,0.2631549817686996,-63.70556072166501
57976041,6,8,0.5708128669129686,0.17934561067601923,-36.009072440360335
57976041,7,8,0.5926369974139332,0.1631126041684793,-0.04730972224903551
57976041,1,9,0.6149651275470991,0.6685647681665153,-14.946968870790005
57976041,2,9,0.5810439036227419,0.477416682822872,-83.83820076356976
57976041,3,9,0.5535098356023439,0.4097709006806715,-90.64717411232128
57976041,4,9,0.5296458512077193,0.3534680528248798,-90.63696172247154
57976041,5,9,0.5498609671679509,0.2631549817686996,-63.70556072166501
57976041,6,9,0.5708128669129686,0.17934561067601923,-36.009072440360335
57976041,7,9,0.5444492550508178,0.1631126041684793,-0.006071253985127312
