DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57976042,1,3,1.450933582856815,0.6130860411719263,
57976042,2,3,1.1037767206123588,0.19126610016398526,
57976042,3,3,1.2405855121067453,0.21034807075006978,
57976042,4,3,0.771513905111076,0.3322628155012828,
57976042,5,3,0.7113550156212374,0.5292304964855079,
57976042,6,3,0.6559488554645432,0.1155650496465328,
57976042,7,3,0.3824016896283448,0.32895332599289256,
57976042,1,4,1.277355151734587,0.4395076100496982,
57976042,2,4,1.172181116359552,0.2596704959111784,
57976042,3,4,1.0060497086089106,0.44488387424790443,
57976042,4,4,0.7414344603661567,0.3623422602462021,
57976042,5,4,0.6836519355428903,0.556933576563855,
57976042,6,4,0.519175272546444,0.25233863256463196,
57976042,7,4,0.40282150879996137,0.308533506821276,
57976042,1,5,1.277355151734587,0.4395076100496982,
57976042,2,5,1.0060497086089106,0.09353908816053713,
57976042,3,5,0.9411514776130194,0.5097821052437956,
57976042,4,5,0.7137313802878096,0.3900453403245492,
57976042,5,5,0.5499018535713751,0.6906836585353702,
57976042,6,5,0.519175272546444,0.25233863256463196,
57976042,7,5,0.42397325232858746,0.2873817632926499,
57976042,1,6,1.0060497086089106,0.13087062754227952,-12.289453555165107
57976042,2,6,0.9411514776130194,0.2692114812042208,-0.7985424988072245
57976042,3,6,0.7137313802878096,0.5636237714467773,-10.54355543856768
57976042,4,6,0.5499018535713751,0.6222792627881769,-82.75659916543067
57976042,5,6,0.519175272546444,0.4868744360624666,-4.30938845347102
57976042,6,6,0.42397325232858746,0.3174612080375692,-111.38884453460746
57976042,7,6,0.4664130717173511,0.2172388638255392,-61.492044201612536
57976042,1,7,0.9568077883628542,0.08162870729622307,-4.78116840109056
57976042,2,7,0.8948508220759005,0.2868712795766938,-1.135499601314645
57976042,3,7,0.5884235367868861,0.6889316149477008,-15.752907120284725
57976042,4,7,0.5432367221714258,0.6289443941881262,-84.53887796439453
57976042,5,7,0.519175272546444,0.4868744360624666,-4.30938845347102
57976042,6,7,0.4459932525457345,0.29544120782042216,-96.47227276740952
57976042,7,7,0.5137724490086474,0.1698794865342429,-37.60328311561614
57976042,1,8,0.8948508220759005,0.037331539381742385,-0.277673093570028
57976042,2,8,0.5884235367868861,0.5932985648657082,-4.85690311809747
57976042,3,8,0.5432367221714258,0.7341184295631611,-17.88713300653884
57976042,4,8,0.519175272546444,0.653005843813108,-91.1309953795601
57976042,5,8,0.4459932525457345,0.5600564560631761,-5.702237680368194
57976042,6,8,0.5137724490086474,0.2276620113575093,-57.28507773239186
57976042,7,8,0.5349241925372734,0.14872774300561686,-28.822248619275882
57976042,1,9,0.7702632718903161,0.10491580917631504,-7.898235372305962
57976042,2,9,0.572127984583059,0.6095941170695353,-5.127366708873465
57976042,3,9,0.5432367221714258,0.7341184295631611,-17.88713300653884
57976042,4,9,0.519175272546444,0.653005843813108,-91.1309953795601
57976042,5,9,0.48741406094979384,0.5186356476591167,-4.889972624494313
57976042,6,9,0.5137724490086474,0.2276620113575093,-57.28507773239186
57976042,7,9,0.4735518240998846,0.21010011144300567,-57.51702978955863
