DeviceId,What Hour,Computation Range,Predicted Water Consumtion,Mean Absolout Error,r2_score
57975967,1,3,1.006319915401374,0.450138618536001,
57975967,2,3,0.9202415571646568,0.190359700325197,
57975967,3,3,0.8459862509005415,0.16033366450083253,
57975967,4,3,0.7800456469727595,0.14019591019189737,
57975967,5,3,0.47638013127875595,0.3696061196217855,
57975967,6,3,0.5200283922806851,0.2600172546920744,
57975967,7,3,0.5657549334153686,0.0893748021366127,
57975967,1,4,0.9632807362830154,0.49317779765435965,
57975967,2,4,0.8831139040325992,0.22748735345725468,
57975967,3,4,0.8130159489366504,0.1933039664647236,
57975967,4,4,0.6282128891257577,0.29202866803889915,
57975967,5,4,0.49820426177972055,0.3477819891208209,
57975967,6,4,0.5428916628480269,0.23715398412473254,
57975967,7,4,0.6430131208102925,0.16663298953153655,
57975967,1,5,0.9261530831509577,0.5303054507864173,
57975967,2,5,0.8501436020687081,0.26045765542114574,
57975967,3,5,0.6674706763840189,0.3388492390173551,
57975967,4,5,0.6254847235107334,0.29475683365392347,
57975967,5,5,0.5210675323470624,0.3249187185534791,
57975967,6,5,0.6201498502429507,0.1598957967298088,
57975967,7,5,0.6430131208102925,0.16663298953153655,
57975967,1,6,0.8501436020687081,0.43338629364490633,-6.280822226344066
57975967,2,6,0.6674706763840189,0.390989910061595,-56.23126682690648
57975967,3,6,0.6254847235107334,0.33779601277228205,-61.600052036678534
57975967,4,6,0.5210675323470624,0.36204637168553677,-95.08968373481052
57975967,5,6,0.6201498502429507,0.1928660986936998,-34.21889190242509
57975967,6,6,0.6430131208102925,0.15183275784700176,-0.009501803982265855
57975967,7,6,0.6671256451617488,0.16892138338202825,-59.90945364853607
57975967,1,7,0.7142026464479848,0.5693272492656296,-10.839022010201905
57975967,2,7,0.6556101053581854,0.4028504810874285,-59.69453050834916
57975967,3,7,0.6254847235107334,0.33779601277228205,-61.600052036678534
57975967,4,7,0.5983257197419861,0.28478818429061303,-58.836785501033695
57975967,5,7,0.6201498502429507,0.1928660986936998,-34.21889190242509
57975967,6,7,0.6430131208102925,0.15183275784700176,-0.009501803982265855
57975967,7,7,0.6006366343270161,0.10243237254729556,-22.029293247147493
57975967,1,8,0.6556101053581854,0.627919790355429,-13.184828924755148
57975967,2,8,0.6254847235107334,0.43297586293488055,-68.9563301846941
57975967,3,8,0.5983257197419861,0.3649550165410293,-71.90361351558943
57975967,4,8,0.6201498502429507,0.2629640537896485,-50.1646488096989
57975967,5,8,0.6430131208102925,0.17000282812635797,-26.586822925887063
57975967,6,8,0.6006366343270161,0.15183275784700176,-0.03298675580029409
57975967,7,8,0.548951186792532,0.050746925012811445,-5.406865461054477
57975967,1,9,0.6556101053581854,0.627919790355429,-13.184828924755148
57975967,2,9,0.6254847235107334,0.43297586293488055,-68.9563301846941
57975967,3,9,0.5983257197419861,0.3649550165410293,-71.90361351558943
57975967,4,9,0.6201498502429507,0.2629640537896485,-50.1646488096989
57975967,5,9,0.6006366343270161,0.21237931460963438,-41.493357740706344
57975967,6,9,0.5913839431819707,0.15183275784700176,-0.05883660672404689
57975967,7,9,0.5399844504154906,0.04178018863577007,-3.6649402029625575
